Order ID,Product Name,Category,Sales,Quantity,Profit
CA-2015-142475,GBC Therma-A-Bind 250T Electric Binding System,Office Supplies,590.352,6,206.6232
CA-2016-134516,Dana Swing-Arm Lamps,Furniture,17.088,2,1.068
CA-2016-134516,"Global High-Back Leather Tilter, Burgundy",Furniture,98.392,1,-11.0691
CA-2017-105193,Newell 311,Office Supplies,11.05,5,2.9835
CA-2015-168634,"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",Office Supplies,7.78,2,2.0228
CA-2017-117198,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,659.9,2,217.767
CA-2015-145828,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Technology,53.04,3,-4.641
CA-2017-121027,Plantronics Savi W720 Multi-Device Wireless Headset System,Technology,843.9,2,371.316
CA-2017-121027,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,1496.16,9,224.424
CA-2016-147431,"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,117.96,2,5.898
CA-2016-158001,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",Office Supplies,21.3,5,8.733
CA-2016-158001,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,1040.8,5,281.016
CA-2016-158001,Newell 331,Office Supplies,29.34,6,7.9218
CA-2017-125745,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,19.52,2,5.368
CA-2015-101154,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",Office Supplies,443.92,4,8.8784
US-2016-124163,Logitech Wireless Headset h800,Technology,499.95,5,174.9825
US-2016-124163,Manco Dry-Lighter Erasable Highlighter,Office Supplies,3.04,1,1.0336
US-2016-124163,"Global Fabric Manager's Chair, Dark Gray",Furniture,201.96,2,50.49
US-2016-124163,Eldon Expressions Mahogany Wood Desk Collection,Furniture,68.64,11,17.16
CA-2016-121748,Micro Innovations USB RF Wireless Keyboard with Mouse,Technology,100,4,21
CA-2016-121748,Logitech VX Revolution Cordless Laser Mouse for Notebooks (Black),Technology,359.98,2,21.5988
CA-2014-126683,Longer-Life Soft White Bulbs,Furniture,6.16,2,2.9568
CA-2014-126683,"Bevis Oval Conference Table, Walnut",Furniture,2348.82,9,399.2994
CA-2017-148810,Avery 512,Office Supplies,13.872,6,4.6818
CA-2017-148810,Hon Comfortask Task/Swivel Chairs,Furniture,273.552,3,-13.6776
US-2016-146066,"Iceberg OfficeWorks 42"" Round Tables",Furniture,815.292,9,-339.705
CA-2014-127614,Enermax Aurora Lite Keyboard,Technology,234.45,3,103.158
CA-2014-127614,Hon 2111 Invitation Series Corner Table,Furniture,1256.22,6,75.3732
CA-2014-127614,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,17.46,2,8.2062
CA-2016-101742,3-ring staple pack,Office Supplies,10.528,7,3.6848
CA-2015-134943,Surelock Post Binders,Office Supplies,152.8,5,76.4
CA-2017-123022,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,82.56,5,28.896
CA-2017-123022,Kensington Expert Mouse Optical USB Trackball for PC or Mac,Technology,284.97,3,85.491
CA-2017-113208,"Career Cubicle Clock, 8 1/4"", Black",Furniture,60.84,3,23.1192
CA-2014-154893,SAFCO Arco Folding Chair,Furniture,1325.76,6,149.148
CA-2014-154893,Safco Contoured Stacking Chairs,Furniture,572.16,3,35.76
CA-2014-147900,EcoTones Memo Sheets,Office Supplies,28.8,9,10.08
CA-2017-106355,Newell 318,Office Supplies,11.12,4,2.8912
CA-2016-127985,Regeneration Desk Collection,Furniture,7.04,4,3.0976
CA-2015-166604,Wausau Papers Astrobrights Colored Envelopes,Office Supplies,17.94,3,8.7906
CA-2017-120719,"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",Office Supplies,34.76,5,11.297
CA-2017-127117,Tensor Computer Mounted Lamp,Furniture,74.45,5,20.1015
CA-2015-104241,DAX Wood Document Frame,Furniture,192.22,14,69.1992
CA-2017-168179,Xerox 220,Office Supplies,19.44,3,9.3312
CA-2017-142342,Xerox 221,Office Supplies,32.4,5,15.552
CA-2017-142342,"Peel & Seel Recycled Catalog Envelopes, Brown",Office Supplies,57.9,5,28.95
CA-2017-142342,Sterilite Show Offs Storage Containers,Office Supplies,10.56,2,0
CA-2017-142342,"Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors",Furniture,1194.165,5,210.735
CA-2017-109099,Xerox 1893,Office Supplies,40.99,1,20.0851
US-2014-134187,Newell 343,Office Supplies,2.94,1,0.7938
CA-2016-145261,Vinyl Sectional Post Binders,Office Supplies,45.24,4,-30.16
CA-2016-145261,Newell 312,Office Supplies,18.688,4,2.336
CA-2016-145261,"Black Print Carbonless 8 1/2"" x 8 1/4"" Rapid Memo Book",Office Supplies,11.648,2,3.7856
CA-2016-145261,Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,Technology,112.776,3,-8.4582
CA-2016-145261,"Iceberg OfficeWorks 42"" Round Tables",Furniture,377.45,5,-264.215
CA-2016-145261,Avery White Multi-Purpose Labels,Office Supplies,15.936,4,5.1792
CA-2016-145261,Macally Suction Cup Mount,Technology,28.68,3,-7.17
CA-2016-108875,Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,Furniture,21.44,2,7.504
CA-2016-108875,Sensible Storage WireTech Storage Systems,Office Supplies,511.056,9,-95.823
CA-2016-141957,Boston 16765 Mini Stand Up Battery Pencil Sharpener,Office Supplies,18.656,2,1.3992
CA-2016-141957,"Wilson Jones 1"" Hanging DublLock Ring Binders",Office Supplies,11.088,7,-8.1312
CA-2016-141957,Safco Steel Mobile File Cart,Office Supplies,66.688,1,4.168
CA-2016-141957,"Fellowes Mobile File Cart, Black",Office Supplies,99.488,2,8.7052
CA-2016-142405,Avery 486,Office Supplies,14.62,2,6.8714
CA-2016-142405,Wilson Jones Turn Tabs Binder Tool for Ring Binders,Office Supplies,53.984,14,17.5448
CA-2016-142405,Logitech G35 7.1-Channel Surround Sound Headset,Technology,389.97,3,132.5898
CA-2015-141012,Luxo Adjustable Task Clamp Lamp,Furniture,355.36,4,92.3936
CA-2015-141012,Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,Technology,140.376,3,8.7735
CA-2017-127922,#6 3/4 Gummed Flap White Envelopes,Office Supplies,15.84,2,5.544
CA-2017-127922,Xerox 1972,Office Supplies,8.448,2,2.64
CA-2016-146318,Xerox 218,Office Supplies,12.96,2,6.2208
CA-2014-135993,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,57.408,6,5.7408
CA-2014-135993,Imation 30456 USB Flash Drive 8GB,Technology,27.6,4,2.208
CA-2014-126802,Tenex Chairmats For Use with Hard Floors,Furniture,38.976,3,-50.6688
CA-2016-143924,Staples,Office Supplies,20.44,7,9.198
CA-2016-143924,Xerox 1889,Office Supplies,109.92,2,53.8608
CA-2016-141551,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,6.38,1,2.9348
CA-2016-141551,Xerox 232,Office Supplies,6.48,1,3.1104
CA-2014-164315,Xerox 1990,Office Supplies,15.84,3,7.128
CA-2014-164315,Motorola Droid Maxx,Technology,1049.93,7,293.9804
CA-2014-164315,Euro-Pro Shark Turbo Vacuum,Office Supplies,154.9,5,40.274
CA-2015-131072,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,98.352,3,35.6526
CA-2014-131541,"OIC Colored Binder Clips, Assorted Sizes",Office Supplies,14.32,5,5.191
CA-2014-131541,"DataProducts Ampli Magnifier Task Lamp, Black,",Furniture,129.888,6,12.9888
CA-2014-131541,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,48.944,7,16.5186
CA-2015-119550,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,275.058,3,-90.3762
US-2015-138093,Manco Dry-Lighter Erasable Highlighter,Office Supplies,27.36,9,9.3024
US-2015-138093,"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",Office Supplies,44.75,5,20.585
US-2015-138093,Cisco 8x8 Inc. 6753i IP Business Phone System,Technology,134.99,1,36.4473
US-2015-138093,Astroparche Fine Business Paper,Office Supplies,26.4,5,12.672
US-2015-138093,Global Ergonomic Managers Chair,Furniture,542.94,3,141.1644
CA-2016-126165,Hon 61000 Series Interactive Training Tables,Furniture,71.088,2,-1.7772
CA-2017-126123,"GBC Twin Loop Wire Binding Elements, 9/16"" Spine, Black",Office Supplies,27.396,9,-42.4638
CA-2017-126123,Catalog Binders with Expanding Posts,Office Supplies,13.456,1,-23.548
CA-2016-143441,Avery 490,Office Supplies,11.84,1,4.44
CA-2017-148320,Xerox 1992,Office Supplies,35.88,6,17.5812
CA-2016-125661,Brown Kraft Recycled Envelopes,Office Supplies,40.752,3,15.282
CA-2016-125661,V7 USB Numeric Keypad,Technology,139.96,5,-22.7435
US-2014-123519,Newell 35,Office Supplies,2.624,1,0.2952
US-2014-123519,Hon Rectangular Conference Tables,Furniture,136.53,1,-52.3365
US-2014-123519,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,Technology,263.96,1,42.8935
CA-2014-155593,Acme Kleen Earth Office Shears,Office Supplies,11.64,3,3.3756
CA-2017-136000,GBC Poly Designer Binding Covers,Office Supplies,40.176,3,14.5638
US-2015-160857,DAX Black Cherry Wood-Tone Poster Frame,Furniture,79.44,3,30.1872
US-2015-160857,Compact Automatic Electric Letter Opener,Office Supplies,357.93,3,7.1586
US-2015-160857,"Situations Contoured Folding Chairs, 4/Set",Furniture,127.764,2,21.294
US-2015-160857,Sharp AL-1530CS Digital Copier,Technology,2799.944,7,1014.9797
US-2015-160857,Xerox 204,Office Supplies,19.44,3,9.3312
CA-2017-115805,Motorola L804,Technology,36.792,1,4.1391
US-2014-143707,Sannysis Cute Owl Design Soft Skin Case Cover for Samsung Galaxy S4,Technology,5.94,3,1.6038
CA-2017-116939,Steel Personal Filing/Posting Tote,Office Supplies,177.55,5,47.9385
CA-2015-124107,Logitech G19 Programmable Gaming Keyboard,Technology,619.95,5,111.591
CA-2015-124107,KLD Oscar II Style Snap-on Ultra Thin Side Flip Synthetic Leather Cover Case for HTC One HTC M7,Technology,29.16,3,8.4564
CA-2015-124107,Staple envelope,Office Supplies,57.96,7,27.2412
CA-2015-124107,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,29.403,3,5.2272
CA-2017-126550,Adjustable Personal File Tote,Office Supplies,81.4,5,21.164
CA-2015-138674,Advantus Push Pins,Office Supplies,8.72,5,2.289
CA-2015-138674,Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,Technology,91.176,3,4.5588
CA-2015-138674,Plantronics Audio 478 Stereo USB Headset,Technology,159.968,4,29.994
CA-2016-165820,Xerox 1905,Office Supplies,12.96,2,6.2208
CA-2014-103191,"SAFCO Commercial Wire Shelving, Black",Office Supplies,331.536,3,-82.884
CA-2015-103933,Razer Kraken 7.1 Surround Sound Over Ear USB Gaming Headset,Technology,899.91,9,395.9604
CA-2015-110548,ShoreTel ShorePhone IP 230 VoIP phone,Technology,946.344,7,118.293
CA-2017-117324,Logitech G105 Gaming Keyboard,Technology,178.11,3,32.0598
CA-2017-117324,Hoover WindTunnel Plus Canister Vacuum,Office Supplies,1089.75,3,305.13
CA-2017-117324,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",Office Supplies,61.06,2,28.0876
CA-2017-117324,"Sauder Camden County Collection Libraries, Planked Cherry Finish",Furniture,459.92,4,41.3928
CA-2017-117324,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Office Supplies,27.52,4,12.6592
CA-2017-143574,"Hon Metal Bookcases, Putty",Furniture,638.82,9,185.2578
CA-2017-143574,Acme Box Cutter Scissors,Office Supplies,30.69,3,7.9794
CA-2017-143574,"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",Furniture,25.16,2,8.5544
CA-2014-111773,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",Office Supplies,13.92,3,4.872
CA-2014-148614,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,19.36,2,9.2928
CA-2014-148614,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",Furniture,19.3,2,5.79
CA-2017-156139,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,38.376,3,13.4316
US-2017-147886,Xerox 1975,Office Supplies,12.96,2,6.3504
US-2017-147886,DAX Black Cherry Wood-Tone Poster Frame,Furniture,26.48,1,10.0624
US-2017-147886,StarTech.com 10/100 VDSL2 Ethernet Extender Kit,Technology,532.72,2,53.272
US-2017-147886,Xerox 1968,Office Supplies,26.72,4,12.8256
US-2017-147886,Xerox 1977,Office Supplies,20.04,3,9.6192
US-2017-147886,SAFCO Boltless Steel Shelving,Office Supplies,795.48,7,7.9548
US-2017-147886,Stackable Trays,Furniture,21.56,7,6.8992
CA-2016-113733,Cisco SPA301,Technology,249.584,2,31.198
CA-2016-113733,Maxell 4.7GB DVD-R,Technology,68.112,3,17.8794
CA-2016-113733,Imation 30456 USB Flash Drive 8GB,Technology,16.56,3,-2.484
CA-2017-104913,"Belkin SportFit Armband For iPhone 5s/5c, Fuchsia",Technology,74.95,5,36.7255
CA-2014-145800,Chromcraft Rectangular Conference Tables,Furniture,355.455,3,-184.8366
CA-2016-125850,Avery 475,Office Supplies,44.4,3,22.2
CA-2016-125850,Avery 476,Office Supplies,20.65,5,9.499
CA-2016-118514,Hon Multipurpose Stacking Arm Chairs,Furniture,866.4,4,225.264
CA-2015-150749,Newell 333,Office Supplies,5.56,2,1.4456
CA-2014-163748,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk",Office Supplies,3.16,4,-8.532
CA-2014-163748,Hewlett Packard 610 Color Digital Copier / Printer,Technology,1999.96,5,624.9875
CA-2015-119634,"Executive Impressions 13"" Clairmont Wall Clock",Furniture,46.152,3,12.1149
CA-2015-149300,Texas Instruments TI-34 Scientific Calculator,Technology,32.985,3,-1.9791
US-2016-111528,Iceberg Mobile Mega Data/Printer Cart,Office Supplies,481.32,4,125.1432
US-2016-111528,Cardinal Hold-It CD Pocket,Office Supplies,6.384,1,2.1546
CA-2017-158169,Avanti 4.4 Cu. Ft. Refrigerator,Office Supplies,542.94,3,152.0232
CA-2017-158169,DAX Wood Document Frame,Furniture,54.92,4,19.7712
CA-2015-162047,Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms,Furniture,1448.82,10,209.274
CA-2015-117772,"Belkin 19"" Center-Weighted Shelf, Gray",Office Supplies,353.88,6,17.694
US-2014-126340,Toshiba IPT2010-SD IP Telephone,Technology,333.576,3,25.0182
CA-2016-149685,Avery 50,Office Supplies,60.144,6,20.2986
CA-2017-126396,Memorex Froggy Flash Drive 8 GB,Technology,85.2,6,20.235
CA-2015-154900,Avery 518,Office Supplies,3.15,1,1.512
CA-2015-154900,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,22.72,4,10.224
CA-2015-103835,"DAX Value U-Channel Document Frames, Easel Back",Furniture,14.91,3,4.6221
CA-2015-103835,Hoover Upright Vacuum With Dirt Cup,Office Supplies,1158.12,4,335.8548
CA-2015-158939,Canon PC1080F Personal Copier,Technology,599.99,1,233.9961
CA-2016-117408,Super Decoflex Portable Personal File,Office Supplies,23.968,2,2.3968
CA-2016-142398,Hon Comfortask Task/Swivel Chairs,Furniture,638.288,7,-31.9144
CA-2016-142398,JM Magazine Binder,Office Supplies,13.208,1,4.6228
CA-2016-105277,GBC Instant Report Kit,Office Supplies,15.528,3,5.823
CA-2016-112060,Xerox 1915,Office Supplies,104.85,1,50.328
CA-2014-105270,50 Colored Long Pencils,Office Supplies,30.48,3,7.9248
CA-2014-105270,Hon Olson Stacker Stools,Furniture,112.648,1,11.2648
US-2015-159513,"Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,71.976,3,24.2919
CA-2015-155586,Newell 311,Office Supplies,2.21,1,0.5967
CA-2015-155586,Peel & Seel Envelopes,Office Supplies,15.52,4,7.4496
CA-2015-155586,"Black Print Carbonless Snap-Off Rapid Letter, 8 1/2"" x 7""",Office Supplies,36.44,4,16.398
CA-2017-141117,O'Sullivan 4-Shelf Bookcase in Odessa Pine,Furniture,217.764,6,-384.7164
CA-2017-141117,Acme Softgrip Scissors,Office Supplies,39.072,6,4.3956
CA-2017-141117,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,22.638,7,-16.6012
CA-2017-141117,Berol Giant Pencil Sharpener,Office Supplies,95.144,7,10.7037
CA-2017-115070,Stackable Trays,Furniture,12.32,5,1.848
CA-2017-115070,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",Office Supplies,4.419,3,-3.0933
CA-2017-140186,Advantus Plastic Paper Clips,Office Supplies,35,7,16.8
CA-2017-140186,"Leather Task Chair, Black",Furniture,72.784,1,0
CA-2017-140186,"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",Office Supplies,97.84,2,25.4384
CA-2017-140186,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,51.75,1,15.525
CA-2017-140186,Binding Machine Supplies,Office Supplies,46.672,2,16.3352
CA-2014-124856,"Dual Level, Single-Width Filing Carts",Office Supplies,1395.54,9,362.8404
CA-2014-124856,"Seth Thomas 14"" Putty-Colored Wall Clock",Furniture,117.36,4,36.3816
CA-2014-124856,Avery 48,Office Supplies,18.9,3,8.694
CA-2014-124856,White Computer Printout Paper by Universal,Office Supplies,77.52,2,37.9848
CA-2014-166716,"Global Leather and Oak Executive Chair, Black",Furniture,421.372,2,-6.0196
CA-2014-123225,Polycom VVX 310 VoIP phone,Technology,575.968,4,43.1976
CA-2014-123225,Xerox 200,Office Supplies,10.368,2,3.6288
CA-2015-163440,Square Credit Card Reader,Technology,15.984,2,1.1988
US-2017-106796,Newell 347,Office Supplies,10.272,3,1.1556
CA-2017-113873,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,61.792,4,6.1792
CA-2017-113873,"Bush Westfield Collection Bookcases, Fully Assembled",Furniture,205.9992,3,-27.2646
CA-2016-149783,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Office Supplies,12.192,3,4.1148
CA-2016-149783,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,87.168,2,8.7168
CA-2016-149783,Prismacolor Color Pencil Set,Office Supplies,31.744,2,8.3328
CA-2016-125017,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",Furniture,132.224,4,-18.1808
US-2015-163279,Easy-staple paper,Office Supplies,105.52,4,48.5392
US-2015-163279,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,91.96,2,15.6332
US-2015-163279,ClearOne CHATAttach 160 - speaker phone,Technology,1487.976,3,185.997
CA-2015-150196,Xerox 209,Office Supplies,19.44,3,9.3312
US-2015-106495,Belkin Standard 104 key USB Keyboard,Technology,11.672,1,-0.7295
CA-2014-124730,ClearSounds CSC500 Amplified Spirit Phone Corded phone,Technology,279.96,4,78.3888
CA-2014-124730,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",Office Supplies,12.912,3,4.6806
CA-2014-124730,Pressboard Data Binders by Wilson Jones,Office Supplies,17.088,4,5.7672
CA-2014-124730,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",Office Supplies,93.15,9,44.712
CA-2014-124730,Avery File Folder Labels,Office Supplies,11.52,4,5.6448
CA-2017-117632,Compact Automatic Electric Letter Opener,Office Supplies,238.62,2,4.7724
CA-2017-117632,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,Office Supplies,7.77,1,2.0979
CA-2017-117632,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",Furniture,285.48,5,-10.7055
CA-2017-117632,"DXL Angle-View Binders with Locking Rings, Black",Office Supplies,19.168,4,6.4692
CA-2014-115056,Belkin 6 Outlet Metallic Surge Strip,Office Supplies,26.136,3,1.9602
CA-2017-161067,Xerox 189,Office Supplies,419.4,4,201.312
CA-2017-161067,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,Furniture,90.801,1,14.1246
CA-2017-161067,Global Low Back Tilter Chair,Furniture,181.764,2,-8.0784
CA-2017-161067,Prang Drawing Pencil Set,Office Supplies,5.56,2,2.224
CA-2016-122063,Hon 5100 Series Wood Tables,Furniture,581.96,2,104.7528
CA-2016-122063,"Global Stack Chair with Arms, Black",Furniture,29.98,1,8.0946
CA-2015-111206,Logitech G35 7.1-Channel Surround Sound Headset,Technology,519.96,4,176.7864
CA-2016-142895,Avery 494,Office Supplies,6.264,3,2.0358
CA-2016-142895,"Leather Task Chair, Black",Furniture,363.92,5,0
CA-2015-101868,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Office Supplies,64.2,5,-42.8
CA-2015-101868,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,38.52,3,-26.964
CA-2015-101868,Logitech Keyboard K120,Technology,72.6,5,-8.1675
CA-2017-133207,Griffin GC17055 Auxiliary Audio Cable,Technology,57.568,4,5.7568
CA-2015-132948,Rogers Profile Extra Capacity Storage Tub,Office Supplies,83.7,5,3.348
CA-2015-134992,Xerox 214,Office Supplies,32.4,5,15.552
CA-2015-134992,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",Furniture,47.98,2,11.0354
CA-2015-126725,RCA ViSYS 25825 Wireless digital phone,Technology,415.968,4,51.996
CA-2015-126725,Carina Media Storage Towers in Natural & Black,Office Supplies,304.9,5,6.098
CA-2015-126725,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,80.96,4,29.1456
CA-2015-126725,Fellowes Recycled Storage Drawers,Office Supplies,777.21,7,54.4047
CA-2015-126725,Xerox 203,Office Supplies,32.4,5,15.552
CA-2015-126725,Office Star - Contemporary Swivel Chair with Padded Adjustable Arms and Flex Back,Furniture,225.568,2,2.8196
CA-2015-126725,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,36.6,3,15.372
CA-2015-121783,Hoover Shoulder Vac Commercial Portable Vacuum,Office Supplies,715.64,2,178.91
CA-2015-121783,Tennsco 6- and 18-Compartment Lockers,Office Supplies,795.51,3,143.1918
CA-2015-121783,Sharp 1540cs Digital Laser Copier,Technology,549.99,1,274.995
CA-2015-121783,GBC Standard Therm-A-Bind Covers,Office Supplies,74.76,3,34.3896
CA-2015-121783,Staple-based wall hangings,Furniture,29.22,3,12.8568
US-2014-138835,Tuff Stuff Recycled Round Ring Binders,Office Supplies,9.64,2,4.7236
CA-2015-112214,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,33.488,7,-1.2558
CA-2015-112214,Stiletto Hand Letter Openers,Office Supplies,23.04,3,-4.896
CA-2015-112214,Avery Self-Adhesive Photo Pockets for Polaroid Photos,Office Supplies,1.362,1,-2.1792
CA-2015-112214,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,14.76,5,-11.439
US-2017-153255,"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order",Furniture,239.666,2,14.098
CA-2015-108119,"Iceberg OfficeWorks 42"" Round Tables",Furniture,301.96,2,45.294
CA-2015-157434,Xerox 1949,Office Supplies,7.968,2,2.8884
CA-2016-101525,Xerox 1914,Office Supplies,109.92,2,53.8608
CA-2016-101525,Xerox 1994,Office Supplies,19.44,3,9.3312
CA-2016-101525,DIXON Ticonderoga Erasable Checking Pencils,Office Supplies,11.16,2,4.3524
US-2014-117968,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,79.47,3,22.2516
US-2014-117968,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,4.56,2,2.0064
US-2014-117968,Hon GuestStacker Chair,Furniture,1133.35,5,294.671
CA-2016-158211,Newell 312,Office Supplies,4.672,1,0.584
CA-2016-158211,Avery Arch Ring Binders,Office Supplies,104.58,6,-80.178
CA-2016-152247,Global Troy Executive Leather Low-Back Tilter,Furniture,1603.136,4,100.196
CA-2016-128223,"Bush Cubix Conference Tables, Fully Assembled",Furniture,1293.488,7,80.843
CA-2016-154235,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",Furniture,127.95,3,21.7515
CA-2017-129910,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",Office Supplies,59.76,1,16.7328
CA-2017-133095,GBC VeloBind Cover Sets,Office Supplies,108.08,7,54.04
CA-2017-133095,Insertable Tab Indexes For Data Binders,Office Supplies,9.54,3,4.3884
CA-2015-130554,Newell 331,Office Supplies,11.736,3,1.0269
CA-2014-152443,GBC ProClick Punch Binding System,Office Supplies,447.86,7,219.4514
CA-2014-152443,Xerox 1992,Office Supplies,17.94,3,8.7906
CA-2014-152443,Belkin 8 Outlet Surge Protector,Office Supplies,245.88,6,68.8464
CA-2016-133319,Xerox 1885,Office Supplies,192.16,4,92.2368
CA-2016-133935,Global Troy Executive Leather Low-Back Tilter,Furniture,801.568,2,50.098
CA-2016-133935,Xerox 1945,Office Supplies,368.91,9,180.7659
CA-2016-133935,"Global High-Back Leather Tilter, Burgundy",Furniture,885.528,9,-99.6219
CA-2016-136301,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",Furniture,28.28,2,7.3528
CA-2016-136301,High Speed Automatic Electric Letter Opener,Office Supplies,4912.59,3,196.5036
US-2014-109456,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,Office Supplies,14.352,3,5.0232
US-2014-109456,Logitech Illuminated - Keyboard,Technology,179.97,3,86.3856
CA-2017-151596,"SAFCO Mobile Desk Side File, Wire Frame",Office Supplies,42.76,1,11.1176
CA-2015-147879,Xerox 1902,Office Supplies,45.68,2,21.0128
CA-2016-166625,GBC ProClick Spines for 32-Hole Punch,Office Supplies,25.06,2,11.7782
CA-2016-146157,Xerox 1910,Office Supplies,38.432,1,13.4512
CA-2016-146157,"Tenex Personal Project File with Scoop Front Design, Black",Office Supplies,21.568,2,1.6176
CA-2016-146157,Lenovo 17-Key USB Numeric Keypad,Technology,81.576,3,2.0394
CA-2017-159954,Wilson Jones Suede Grain Vinyl Binders,Office Supplies,2.78,1,1.3622
CA-2017-100825,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,Office Supplies,99.87,3,23.9688
CA-2014-168305,Avery 475,Office Supplies,44.4,3,22.2
CA-2014-168305,Easy-staple paper,Office Supplies,21.4,5,9.63
CA-2016-167682,"Seth Thomas 13 1/2"" Wall Clock",Furniture,71.12,4,22.0472
CA-2016-167682,Plantronics Voyager Pro HD - Bluetooth Headset,Technology,259.96,4,124.7808
CA-2017-108000,Staple envelope,Office Supplies,9.78,1,4.89
CA-2015-146465,Cardinal Poly Pocket Divider Pockets for Ring Binders,Office Supplies,24.192,9,7.56
CA-2016-159639,Ultra Door Pull Handle,Furniture,31.56,3,10.4148
US-2017-153948,Xerox 191,Office Supplies,59.94,3,28.1718
US-2017-153948,Easy-staple paper,Office Supplies,45.36,4,22.2264
US-2017-153948,Astroparche Fine Business Paper,Office Supplies,26.4,5,12.672
US-2017-153948,Avery 503,Office Supplies,41.4,4,19.872
US-2017-153948,Kingston Digital DataTraveler 32GB USB 2.0,Technology,16.95,1,1.017
